content_raw,content_clean,account_type,account_category,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,match_score,final_label,review_decision,review_notes
Senile Nancy Pelosi mistakes George W. Bush for President Trump AGAIN!   RT if you also think we need term limits for Senate &amp; Congress!!! https://t.co/VomqoJIykd,Senile Nancy Pelosi mistakes George W. Bush for President Trump AGAIN! RT if you also think we need term limits for Senate and Congress!!!,Right,RightTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bsenate\\b', '\\bcongress\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bsenate\\b', '\\bcongress\\b', '\\bpresident\\b']",['\\btrump\\b'],[],32,,,
Supreme Court will rule on President Obama's immigration plan  #politics,Supreme Court will rule on President Obama's immigration plan #politics,local,NewsFeed,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bpresident\\b', '\\bsupreme court\\b', '\\bimmigration\\b', '\\bobama\\b']","['\\bpresident\\b', '\\bsupreme court\\b', '\\bimmigration\\b']",['\\bobama\\b'],[],32,,,
House sends N. Korea sanctions bill to President Obama: Congress is sending President Barack Obama l... https://t.co/ylNIQjBTVD #breaking,House sends N. Korea sanctions bill to President Obama: Congress is sending President Barack Obama l... #breaking,local,NewsFeed,IRAhandle_tweets_3.csv,Politics & Governance,"['\\bcongress\\b', '\\bpresident\\b', '\\bsanctions\\b', '\\bobama\\b']","['\\bcongress\\b', '\\bpresident\\b', '\\bsanctions\\b']",['\\bobama\\b'],[],32,,,
"Clinton + Trump: Want democracy? Enact a national ""right to vote"" law to guarantee universal, automatic, permanent voter registration.","Clinton + Trump: Want democracy? Enact a national ""right to vote"" law to guarantee universal, automatic, permanent voter registration.",Right,RightTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bvote\\b', '\\bvoter\\b', '\\bdemocracy\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvoter\\b', '\\bdemocracy\\b']",['\\btrump\\b'],[],32,,,
Supreme Court will rule on President Obama's immigration plan: Millions of undocumented immig... https://t.co/vhtpGKuigF #Cleveland #news,Supreme Court will rule on President Obama's immigration plan: Millions of undocumented immig... #Cleveland #news,local,NewsFeed,IRAhandle_tweets_6.csv,Politics & Governance,"['\\bpresident\\b', '\\bsupreme court\\b', '\\bimmigration\\b', '\\bobama\\b']","['\\bpresident\\b', '\\bsupreme court\\b', '\\bimmigration\\b']",['\\bobama\\b'],[],32,,,
Senate votes to impose sanctions against Russia for election meddling https://t.co/zo2XUk2u7a https://t.co/9yYtZ2GV8v,Senate votes to impose sanctions against Russia for election meddling,Right,RightTroll,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\bsenate\\b', '\\bsanctions\\b', '\\brussia\\b']","['\\belection\\b', '\\bsenate\\b', '\\bsanctions\\b']",['\\brussia\\b'],[],32,,,
Flu vaccine clinic at school tomorrow. Reminds me of a teacher that worked at a school i student taught at.,Flu vaccine clinic at school tomorrow. Reminds me of a teacher that worked at a school i student taught at.,left,LeftTroll,IRAhandle_tweets_8.csv,Society & Health,"['\\bflu\\b', '\\bvaccine\\b', '\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b', '\\bclinic\\b']","['\\bflu\\b', '\\bvaccine\\b', '\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b']",['\\bclinic\\b'],[],52,,,
"More than half of all public schools students are children of color, yet, only 7% of teachers in the public education system are black? https://t.co/P2JudUNmoQ","More than half of all public schools students are children of color, yet, only 7% of teachers in the public education system are black?",left,LeftTroll,IRAhandle_tweets_1.csv,Society & Health,"['\\bschools\\b', '\\bstudents\\b', '\\bteachers\\b', '\\beducation\\b', '\\bchildren\\b']","['\\bschools\\b', '\\bstudents\\b', '\\bteachers\\b', '\\beducation\\b', '\\bchildren\\b']",[],[],50,,,
Today is National School Walkout Day! Teachers &amp; students all over the U.S. will walk out of schools &amp; universities at 10AM local time. This is to honor the 13 people killed at Columbine High School on this day in 1999. #NationalSchoolWalkout  Please RETWEET. Spread the word,Today is National School Walkout Day! Teachers and students all over the U.S. will walk out of schools and universities at 10AM local time. This is to honor the 13 people killed at Columbine High School on this day in 1999. #NationalSchoolWalkout Please RETWEET. Spread the word,left,LeftTroll,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bschools\\b', '\\bstudents\\b', '\\bteachers\\b']","['\\bschool\\b', '\\bschools\\b', '\\bstudents\\b', '\\bteachers\\b']",[],[],40,,,
#health Stomach flu hits 90 students at San Jose's Horace Mann Elementary School,#health Stomach flu hits 90 students at San Jose's Horace Mann Elementary School,local,NewsFeed,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bflu\\b', '\\bschool\\b', '\\bstudents\\b']","['\\bhealth\\b', '\\bflu\\b', '\\bschool\\b', '\\bstudents\\b']",[],[],40,,,
"This health care scheme will be a wrecking ball for middle-class families, children, seniors and individuals with disabilities.","This health care scheme will be a wrecking ball for middle-class families, children, seniors and individuals with disabilities.",left,LeftTroll,IRAhandle_tweets_7.csv,Society & Health,"['\\bhealth\\b', '\\bchildren\\b', '\\bfamilies\\b', '\\bcare\\b']","['\\bhealth\\b', '\\bchildren\\b', '\\bfamilies\\b']",['\\bcare\\b'],[],32,,,
Our charity clothing line will be out in a few days we’ll be funding college education in the US for students &amp; building schools in Africa🙌 https://t.co/vW2EwuCEDB,Our charity clothing line will be out in a few days we’ll be funding college education in the US for students and building schools in Africa🙌,left,LeftTroll,IRAhandle_tweets_2.csv,Society & Health,"['\\bschools\\b', '\\bstudents\\b', '\\beducation\\b', '\\bcollege\\b']","['\\bschools\\b', '\\bstudents\\b', '\\beducation\\b']",['\\bcollege\\b'],[],32,,,
"A_tammaro27: tylerdoylee govt regulated education, govt regulated health care, abused social services, obama family vacations... the list g","A_tammaro27: tylerdoylee govt regulated education, govt regulated health care, abused social services, obama family vacations... the list g",Right,RightTroll,IRAhandle_tweets_5.csv,Society & Health,"['\\bhealth\\b', '\\beducation\\b', '\\bfamily\\b', '\\bcare\\b']","['\\bhealth\\b', '\\beducation\\b', '\\bfamily\\b']",['\\bcare\\b'],[],32,,,
Education Secretary DeVos criticized teachers at D.C. school she visited — and they're... https://t.co/jAlHakLK4l https://t.co/k4FNadT7XW,Education Secretary DeVos criticized teachers at D.C. school she visited — and they're...,local,NewsFeed,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bteachers\\b', '\\beducation\\b']","['\\bschool\\b', '\\bteachers\\b', '\\beducation\\b']",[],[],30,,,
Special Education Teacher Charged With Voyeurism Of Students https://t.co/ruFeaGumCa https://t.co/hLXqRS4VL5,Special Education Teacher Charged With Voyeurism Of Students,local,NewsFeed,IRAhandle_tweets_1.csv,Society & Health,"['\\bstudents\\b', '\\bteacher\\b', '\\beducation\\b']","['\\bstudents\\b', '\\bteacher\\b', '\\beducation\\b']",[],[],30,,,
A packed 'Hamilton' matinee — all Chicago Public School students and their teachers https://t.co/Bkt5hd9d3r https://t.co/ZPa8N15jsV,A packed 'Hamilton' matinee — all Chicago Public School students and their teachers,local,NewsFeed,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b', '\\bteachers\\b']","['\\bschool\\b', '\\bstudents\\b', '\\bteachers\\b']",[],[],30,,,
"If Putin is the Hacker then Hillary should never be POTUS because if he hacked her unsecured server, he can blackmail her! #KellyFile","If Putin is the Hacker then Hillary should never be POTUS because if he hacked her unsecured server, he can blackmail her! #KellyFile",Right,RightTroll,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bhacker\\b', '\\bhacked\\b', '\\bserver\\b']","['\\bhacker\\b', '\\bhacked\\b', '\\bserver\\b']",[],[],30,,,
�� What Was Stolen?: Massive Cybersecurity Breach Raises Concerns About What Hackers Stole +video http://t.co/QPtOMUTqJJ #WIunion,�� What Was Stolen?: Massive Cybersecurity Breach Raises Concerns About What Hackers Stole +video #WIunion,Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhackers\\b', '\\bbreach\\b']","['\\bcybersecurity\\b', '\\bhackers\\b', '\\bbreach\\b']",[],[],30,,,
Hackers Are Using Android Malware To Spy On Israeli Military Personnel https://t.co/yyPczrS8QQ via @TheHackersNews #Security,Hackers Are Using Android Malware To Spy On Israeli Military Personnel via #Security,left,LeftTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bmalware\\b', '\\bhackers\\b', '\\bandroid\\b']","['\\bmalware\\b', '\\bhackers\\b']",['\\bandroid\\b'],[],22,,,
"#hacked : https://t.co/BlywhOwRIH Despite Apple denial, hackers prove stolen iCloud data is real - BGR","#hacked : Despite Apple denial, hackers prove stolen iCloud data is real - BGR",Right,RightTroll,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b', '\\bapple\\b']","['\\bhackers\\b', '\\bhacked\\b']",['\\bapple\\b'],[],22,,,
Sen. McCain says hackers tried to access campaign server https://t.co/7mB7lmSVaZ https://t.co/Imly90iXkh,Sen. McCain says hackers tried to access campaign server,local,NewsFeed,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhackers\\b', '\\bserver\\b']","['\\bhackers\\b', '\\bserver\\b']",[],[],20,,,
"FBI #Hacked into 8,000 Computers in 120 Countries Using A Single Warrant https://t.co/HkB5r7JSu2 #CyberSecurity #Inf…https://t.co/cvfo3rggcR","FBI #Hacked into 8,000 Computers in 120 Countries Using A Single Warrant #CyberSecurity #Inf…",Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
Hacker claims to have #hacked the State Bank of Pakistan https://t.co/BGErzYxtep #blackdragon #oldpost #retweet,Hacker claims to have #hacked the State Bank of Pakistan #blackdragon #oldpost #retweet,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacker\\b', '\\bhacked\\b']","['\\bhacker\\b', '\\bhacked\\b']",[],[],20,,,
"1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway? https://t.co/ea1LNHh3p2","1) No, you catch hackers after they've hacked by following the trail 2) No, they aren't all 400lb couch potatoes - who said that anyway?",left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],20,,,
‘Russian hackers’ penetrate US power grid with ‘outdated Ukrainian malware’ Is this Real or Fake? https://t.co/u31aeI3TcL,‘Russian hackers’ penetrate US power grid with ‘outdated Ukrainian malware’ Is this Real or Fake?,Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bmalware\\b', '\\bhackers\\b']","['\\bmalware\\b', '\\bhackers\\b']",[],[],20,,,
Every single e-vote machine at @Defcon got hacked in &lt; 2.5 days (some in minutes) to hackers without inside or domain-specific knowledge.,Every single e-vote machine at got hacked in &lt; 2.5 days (some in minutes) to hackers without inside or domain-specific knowledge.,left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacked\\b']","['\\bhackers\\b', '\\bhacked\\b']",[],[],20,,,
NHS records could be accessible beyond those that need them - welcome to GDPR @johnhighfields #cybersecurity #hacked https://t.co/j59gpCxOOg,NHS records could be accessible beyond those that need them - welcome to GDPR #cybersecurity #hacked,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
"#tcot #news #variety China, US to hold high-level talks on hacking, cybersecurity https://t.co/tOuSBIeFWw","#tcot #news #variety China, US to hold high-level talks on hacking, cybersecurity",Right,RightTroll,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacking\\b']","['\\bcybersecurity\\b', '\\bhacking\\b']",[],[],20,,,
NOT SO SECURUS Hack of 70M prisoner phone make a record breach in US history  https://t.co/u6W2dkIFY8 https://t.co/mRpypkxn4W,NOT SO SECURUS Hack of 70M prisoner phone make a record breach in US history,left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhack\\b', '\\bbreach\\b']","['\\bhack\\b', '\\bbreach\\b']",[],[],20,,,
#politics Trump Says He 'Heard' Clinton's Email Server Was Hacked,#politics Trump Says He 'Heard' Clinton's Email Server Was Hacked,local,NewsFeed,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
French cybersecurity agency to probe Macron hacking attack https://t.co/qhSVImo0BR https://t.co/RL03cuKZPC,French cybersecurity agency to probe Macron hacking attack,local,NewsFeed,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacking\\b']","['\\bcybersecurity\\b', '\\bhacking\\b']",[],[],20,,,
Sanders campaign drops lawsuit against DNC over voter database breach https://t.co/BBW9VsnSVh #politics,Sanders campaign drops lawsuit against DNC over voter database breach #politics,local,NewsFeed,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bdatabase\\b', '\\bbreach\\b']","['\\bdatabase\\b', '\\bbreach\\b']",[],[],20,,,
Hack of connected car raises alarm over driver safety: Tech magazine engages hackers to succe... http://t.co/dnwlTgVcil #Cleveland #news,Hack of connected car raises alarm over driver safety: Tech magazine engages hackers to succe... #Cleveland #news,local,NewsFeed,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhack\\b']","['\\bhackers\\b', '\\bhack\\b']",[],[],20,,,
"Hackers in China, South Korea, Germany targeted Clinton's server: AP  #tech","Hackers in China, South Korea, Germany targeted Clinton's server: AP #tech",news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhackers\\b', '\\bserver\\b']","['\\bhackers\\b', '\\bserver\\b']",[],[],20,,,
Top IT official: Disabling security for Clinton server laid out 'welcome mat' for hackers  https://t.co/MgzFyGUuW0 https://t.co/0CkLxQfmkA,Top IT official: Disabling security for Clinton server laid out 'welcome mat' for hackers,local,NewsFeed,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bhackers\\b', '\\bserver\\b']","['\\bhackers\\b', '\\bserver\\b']",[],[],20,,,
#hacked : https://t.co/y9rYl2qf2g Obama Strikes Back at Russia for Election Hacking - New York Times,#hacked : Obama Strikes Back at Russia for Election Hacking - New York Times,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhacked\\b', '\\bhacking\\b']","['\\bhacked\\b', '\\bhacking\\b']",[],[],20,,,
Yahoo’s big breach helps usher in an age of hacker anxiety https://t.co/uVDDAjHtLZ https://t.co/JJXUfriW45,Yahoo’s big breach helps usher in an age of hacker anxiety,local,NewsFeed,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhacker\\b', '\\bbreach\\b']","['\\bhacker\\b', '\\bbreach\\b']",[],[],20,,,
Pelosi Received ‘Obscene’ Calls After House Cybersecurity Breach  #politics,Pelosi Received ‘Obscene’ Calls After House Cybersecurity Breach #politics,news,NewsFeed,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bbreach\\b']","['\\bcybersecurity\\b', '\\bbreach\\b']",[],[],20,,,
U.S. employee data breach tied to Chinese intelligence: sources: SAN FRANCISCO (Reuters) - The Chinese hacking group suspected ...  #tech,U.S. employee data breach tied to Chinese intelligence: sources: SAN FRANCISCO (Reuters) - The Chinese hacking group suspected ... #tech,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhacking\\b', '\\bbreach\\b']","['\\bhacking\\b', '\\bbreach\\b']",[],[],20,,,
Massive data breach could affect every federal agency; Chinese hackers suspected  #news,Massive data breach could affect every federal agency; Chinese hackers suspected #news,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhackers\\b', '\\bbreach\\b']","['\\bhackers\\b', '\\bbreach\\b']",[],[],20,,,
Cybersecurity experts see merit in claims of Russian hacking  #politics,Cybersecurity experts see merit in claims of Russian hacking #politics,local,NewsFeed,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacking\\b']","['\\bcybersecurity\\b', '\\bhacking\\b']",[],[],20,,,
