content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
Teacher at Muslim school says student called Boston bombers ‘Jews’ https://t.co/K5UBtEj8Vg https://t.co/EWwgfvANAy,Teacher at Muslim school says student called Boston bombers ‘Jews’,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b']","['\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b']",[],[],3,0,0,32,,,
Police: High School Teacher Had Sexual Relationship With Teen Student https://t.co/FMcnf4wDgm https://t.co/tKYPvaanm0,Police: High School Teacher Had Sexual Relationship With Teen Student,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b']","['\\bschool\\b', '\\bstudent\\b', '\\bteacher\\b']",[],[],3,0,0,32,,,
China's stock market hardly a leading indicator  #business,China's stock market hardly a leading indicator #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bstock\\b']",[],[],3,0,0,32,,,
Yahoo sale could cost thousands of jobs https://t.co/ppfqOYYVof #business,Yahoo sale could cost thousands of jobs #business,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bsale\\b', '\\bjobs\\b']","['\\bbusiness\\b', '\\bsale\\b', '\\bjobs\\b']",[],[],3,0,0,32,,,
Denver’s commercial real estate market hangs tough thanks to job gains https://t.co/Vbn0z9kqrq https://t.co/phizW52yEZ,Denver’s commercial real estate market hangs tough thanks to job gains,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bjob\\b', '\\breal estate\\b']","['\\bmarket\\b', '\\bjob\\b', '\\breal estate\\b']",[],[],3,0,0,32,,,
GIFI up 28  to 1082 after bullish trade setup stocks options trading @StockSpotter @RWSolutionsInc http://t.co/LKCF7ViITe,GIFI up 28 to 1082 after bullish trade setup stocks options trading,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\btrade\\b', '\\btrading\\b']","['\\bstocks\\b', '\\btrade\\b', '\\btrading\\b']",[],[],3,0,0,32,,,
Stocks about to go on sale! Greek drama hits euro hard in early Asian trading @KevinRuizTSI @SwingWarrior @governn1 http://t.co/Ukb0jHifio,Stocks about to go on sale! Greek drama hits euro hard in early Asian trading,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\btrading\\b', '\\bsale\\b']","['\\bstocks\\b', '\\btrading\\b', '\\bsale\\b']",[],[],3,0,0,32,,,
MARKET BREADTH NEGATIVE: 2 of every 3 stocks trading in red @CNBCBazaar @GOTM209771 @AimTrade @Phoenix_ZFT http://t.co/tBoAp7j0nT,MARKET BREADTH NEGATIVE: 2 of every 3 stocks trading in red,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b', '\\btrading\\b']","['\\bmarket\\b', '\\bstocks\\b', '\\btrading\\b']",[],[],3,0,0,32,,,
Stock Market :- Trade in #SuzlonEnergy today only You will make money @Director_Gautam @trxwillyb @tuffnubs @trigGLO http://t.co/tBtgGvIzhs,Stock Market :- Trade in #SuzlonEnergy today only You will make money,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b', '\\btrade\\b']","['\\bmarket\\b', '\\bstock\\b', '\\btrade\\b']",[],[],3,0,0,32,,,
Sony surprises with profit warning on sale of battery business  #tech,Sony surprises with profit warning on sale of battery business #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bbusiness\\b', '\\bsale\\b', '\\bprofit\\b']","['\\bbusiness\\b', '\\bsale\\b', '\\bprofit\\b']",[],[],3,0,0,32,,,
Stocks rise in afternoon trading on solid earnings reports  #business,Stocks rise in afternoon trading on solid earnings reports #business,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b', '\\btrading\\b']","['\\bbusiness\\b', '\\bstocks\\b', '\\btrading\\b']",[],[],3,0,0,32,,,
U.S. stock markets plunge amid global selloff https://t.co/UrEKEmjBra #business,U.S. stock markets plunge amid global selloff #business,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']",[],[],3,0,0,32,,,
"Chinese stocks dive nearly 7 percent, trading halted  #business","Chinese stocks dive nearly 7 percent, trading halted #business",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b', '\\btrading\\b']","['\\bbusiness\\b', '\\bstocks\\b', '\\btrading\\b']",[],[],3,0,0,32,,,
Markets Right Now: US stocks open broadly lower  #business,Markets Right Now: US stocks open broadly lower #business,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bmarkets\\b', '\\bstocks\\b']",[],[],3,0,0,32,,,
World stock markets at record high ahead of UK inflation data – business live https://t.co/IFsqq0ZPDu https://t.co/y8iVIhI0dx,World stock markets at record high ahead of UK inflation data – business live,English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']",[],[],3,0,0,32,,,
"Energy stocks, beaten down all week, help push market higher  #business","Energy stocks, beaten down all week, help push market higher #business",English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bstocks\\b']",[],[],3,0,0,32,,,
Should have taken those gains on Friday! Damnit! yyc markets Investment stocks @Wengerfinancial @ServingGastown http://t.co/S0SfpxfwyI,Should have taken those gains on Friday! Damnit! yyc markets Investment stocks,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarkets\\b', '\\bstocks\\b', '\\binvestment\\b']","['\\bmarkets\\b', '\\bstocks\\b', '\\binvestment\\b']",[],[],3,0,0,32,,,
Sony cuts annual profit outlook due to sale of battery business  #tech,Sony cuts annual profit outlook due to sale of battery business #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bbusiness\\b', '\\bsale\\b', '\\bprofit\\b']","['\\bbusiness\\b', '\\bsale\\b', '\\bprofit\\b']",[],[],3,0,0,32,,,
Survey: U.S. businesses add jobs at slowest pace in 3 years  #business,Survey: U.S. businesses add jobs at slowest pace in 3 years #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjobs\\b']","['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjobs\\b']",[],[],3,0,0,32,,,
"Trump intends to sign Russia sanctions bill, White House says. It would let Congress block him from easing sanct... https://t.co/jGliOggyWU https://t.co/2YcjSLSrYr","Trump intends to sign Russia sanctions bill, White House says. It would let Congress block him from easing sanct...",English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bcongress\\b', '\\bsanctions\\b', '\\brussia\\b', '\\btrump\\b']","['\\bcongress\\b', '\\bsanctions\\b']","['\\brussia\\b', '\\btrump\\b']",[],2,2,0,32,,,
JUST IN: President Trump welcomes Indian Prime Minister Narendra Modi to the White House. https://t.co/5GGsXkYd4h,JUST IN: President Trump welcomes Indian Prime Minister Narendra Modi to the White House.,English,Right,RightTroll,QUOTE_TWEET,1,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bpresident\\b', '\\bprime minister\\b', '\\bminister\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bprime minister\\b']","['\\bminister\\b', '\\btrump\\b']",[],2,2,0,32,,,
WHAT DO YOU THINK IS THE MAIN REASON FOR OBAMA'S SANCTIONS ON RUSSIA FOR ALLEGED HACKING OF OUR ELECTION? #RussiaHacking #ObamaLegacy #poll,WHAT DO YOU THINK IS THE MAIN REASON FOR OBAMA'S SANCTIONS ON RUSSIA FOR ALLEGED HACKING OF OUR ELECTION? #RussiaHacking #ObamaLegacy #poll,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\bsanctions\\b', '\\brussia\\b', '\\bobama\\b']","['\\belection\\b', '\\bsanctions\\b']","['\\brussia\\b', '\\bobama\\b']",[],2,2,0,32,,,
Trump bashes 'phony' Obama for pooh-poohing 'rigged election' talk after president said...#PodestaEmails19 https://t.co/6zqpE6SYMY,Trump bashes 'phony' Obama for pooh-poohing 'rigged election' talk after president said...#PodestaEmails19,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_8.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\btrump\\b', '\\bobama\\b']","['\\belection\\b', '\\bpresident\\b']","['\\btrump\\b', '\\bobama\\b']",[],2,2,0,32,,,
"Obama gets mandates from ""no voters"" in his head.  Trump wins White House, House, Senate, SCOTUS = no mandate.  Lol.  #MAGA https://t.co/KkKMqrPgZC","Obama gets mandates from ""no voters"" in his head. Trump wins White House, House, Senate, SCOTUS = no mandate. Lol. #MAGA",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvoters\\b', '\\bsenate\\b', '\\btrump\\b', '\\bobama\\b']","['\\bvoters\\b', '\\bsenate\\b']","['\\btrump\\b', '\\bobama\\b']",[],2,2,0,32,,,
"'@JulianSvendsen @klralms @realDonaldTrump PRESIDENT TRUMP IS 300 MILLION PATRIOTIC/PROUD/LOYAL AMERICANS STRONG AND USA BETTER HOPE HE IS RE-ELECTED!! REMEMBER OBAMA/CLINTON WERE PAID MILLIONS OF DOLLARS BY SOROS/OTHER GLOBALIST TO ""TRANSFORM"" AND OVERTHROW OUR DEMOCRACY FOR  A  NEW WORLD ORDER! TRUMP PUT A STOP TO IT!!!'","' PRESIDENT TRUMP IS 300 MILLION PATRIOTIC/PROUD/LOYAL AMERICANS STRONG AND USA BETTER HOPE HE IS RE-ELECTED!! REMEMBER OBAMA/CLINTON WERE PAID MILLIONS OF DOLLARS BY SOROS/OTHER GLOBALIST TO ""TRANSFORM"" AND OVERTHROW OUR DEMOCRACY FOR A NEW WORLD ORDER! TRUMP PUT A STOP TO IT!!!'",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bpresident\\b', '\\bdemocracy\\b', '\\btrump\\b', '\\bobama\\b']","['\\bpresident\\b', '\\bdemocracy\\b']","['\\btrump\\b', '\\bobama\\b']",[],2,2,0,32,,,
Changing the rules for President Trump to get his Supreme Court nominee through is an historic mistake. #StopGorsuch,Changing the rules for President Trump to get his Supreme Court nominee through is an historic mistake. #StopGorsuch,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_5.csv,Politics & Governance,"['\\bpresident\\b', '\\bsupreme court\\b', '\\bcourt\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bsupreme court\\b']","['\\bcourt\\b', '\\btrump\\b']",[],2,2,0,32,,,
#TopNews Obama immigration action goes before Supreme Court,#TopNews Obama immigration action goes before Supreme Court,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bsupreme court\\b', '\\bimmigration\\b', '\\bcourt\\b', '\\bobama\\b']","['\\bsupreme court\\b', '\\bimmigration\\b']","['\\bcourt\\b', '\\bobama\\b']",[],2,2,0,30,,,
Dems secure enough votes to block Trump's Supreme Court nominee https://t.co/Kda84Ivut5 https://t.co/KAVyVGSoJM,Dems secure enough votes to block Trump's Supreme Court nominee,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bvotes\\b', '\\bsupreme court\\b', '\\bcourt\\b', '\\btrump\\b']","['\\bvotes\\b', '\\bsupreme court\\b']","['\\bcourt\\b', '\\btrump\\b']",[],2,2,0,30,,,
"#TopNews Supreme Court, split 4-4, blocks Obama immigration plan","#TopNews Supreme Court, split 4-4, blocks Obama immigration plan",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\bsupreme court\\b', '\\bimmigration\\b', '\\bcourt\\b', '\\bobama\\b']","['\\bsupreme court\\b', '\\bimmigration\\b']","['\\bcourt\\b', '\\bobama\\b']",[],2,2,0,30,,,
President Trump nominates Neil Gorsuch to the Supreme Court https://t.co/aRvNCssmoJ https://t.co/NWJSfLA4N6,President Trump nominates Neil Gorsuch to the Supreme Court,English,local,NewsFeed,,0,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bpresident\\b', '\\bsupreme court\\b', '\\bcourt\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bsupreme court\\b']","['\\bcourt\\b', '\\btrump\\b']",[],2,2,0,30,,,
Archived HedgeBz \| President Trump signs Russia sanctions bill https://t.co/VFsTIU7Zaf,Archived HedgeBz \| President Trump signs Russia sanctions bill,English,Right,RightTroll,,0,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bpresident\\b', '\\bsanctions\\b', '\\brussia\\b', '\\btrump\\b']","['\\bpresident\\b', '\\bsanctions\\b']","['\\brussia\\b', '\\btrump\\b']",[],2,2,0,30,,,
Senate GOP to Obama: Don't bother nominating to Supreme Court  #politics,Senate GOP to Obama: Don't bother nominating to Supreme Court #politics,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Politics & Governance,"['\\bsenate\\b', '\\bsupreme court\\b', '\\bcourt\\b', '\\bobama\\b']","['\\bsenate\\b', '\\bsupreme court\\b']","['\\bcourt\\b', '\\bobama\\b']",[],2,2,0,30,,,
Winning streak for stocks fade as banks and mining companies slump  #business,Winning streak for stocks fade as banks and mining companies slump #business,English,local,NewsFeed,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b', '\\bbanks\\b', '\\bcompanies\\b']","['\\bbusiness\\b', '\\bstocks\\b']","['\\bbanks\\b', '\\bcompanies\\b']",[],2,2,0,30,,,
"Haiti lawmakers reject prime minister's plan, deepening election uncertainty  #news","Haiti lawmakers reject prime minister's plan, deepening election uncertainty #news",English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Politics & Governance,"['\\belection\\b', '\\bprime minister\\b', '\\bminister\\b']","['\\belection\\b', '\\bprime minister\\b']",['\\bminister\\b'],[],2,1,0,29,,,
President Trump sticks to voter fraud claims. TV One #NewsOneNow #TrumpLiesMatter,President Trump sticks to voter fraud claims. TV One #NewsOneNow #TrumpLiesMatter,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_9.csv,Politics & Governance,"['\\bvoter\\b', '\\bpresident\\b', '\\btrump\\b']","['\\bvoter\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,29,,,
Vote delay! So much for #GOP scheduling vote on #ACA7 just to troll President Obama - Keep pressure on! � CALL 202-225-3121 #ResistTrumpCare https://t.co/iEyfZwNxjX,Vote delay! So much for #GOP scheduling vote on #ACA7 just to troll President Obama - Keep pressure on! � CALL 202-225-3121 #ResistTrumpCare,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_9.csv,Politics & Governance,"['\\bvote\\b', '\\bpresident\\b', '\\bobama\\b']","['\\bvote\\b', '\\bpresident\\b']",['\\bobama\\b'],[],2,1,0,28,,,
Ohio elector burning letters asking him not to vote for Trump after voting Good morning https://t.co/X3mvzF1M7i,Ohio elector burning letters asking him not to vote for Trump after voting Good morning,English,Right,RightTroll,,0,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvote\\b', '\\bvoting\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvoting\\b']",['\\btrump\\b'],[],2,1,0,28,,,
they got us focused on Trump being president side tracked we gave the election enough of our energy now let's put portions energy towards,they got us focused on Trump being president side tracked we gave the election enough of our energy now let's put portions energy towards,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belection\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
Michigan's elections board deadlocked on President-elect Donald Trump's request to prevent a recount. https://t.co/FxhMgkwrpo https://t.co/Bsw9X1TMCZ,Michigan's elections board deadlocked on President-elect Donald Trump's request to prevent a recount.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\belections\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belections\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"☆☆The 7 Electors who failed to vote for Trump or Hillary deprived about 3,500,000 citizens of their votes.  LOCK THEM UP!","☆☆The 7 Electors who failed to vote for Trump or Hillary deprived about 3,500,000 citizens of their votes. LOCK THEM UP!",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\bvote\\b', '\\bvotes\\b', '\\btrump\\b']","['\\bvote\\b', '\\bvotes\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"'@AriBerman: ""They're going to lie about voter fraud to then put in place policies that suppress the vote."" https://t.co/rXwU54fWsD'","' : ""They're going to lie about voter fraud to then put in place policies that suppress the vote.""",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_2.csv,Politics & Governance,"['\\bvoter\\b', '\\bvote\\b', '\\bpolicies\\b']","['\\bvoter\\b', '\\bvote\\b']",['\\bpolicies\\b'],[],2,1,0,28,,,
22k Democrat voters have switched to Republican ticket to vote in the Pennsylvania primary #Trump https://t.co/ydZ26oOSyY,22k Democrat voters have switched to Republican ticket to vote in the Pennsylvania primary #Trump,English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Politics & Governance,"['\\bvoters\\b', '\\bvote\\b', '\\btrump\\b']","['\\bvoters\\b', '\\bvote\\b']",['\\btrump\\b'],[],2,1,0,28,,,
"BREAKING: Trump Cheated on Melania With Porn Star ""Stormy Daniels,"" Paid Six-Figure Hush-Money 30 Days Before the 2016 President Election to Cover It Up, Using Russiagate Figure Michael Cohen As a Fixer: https://t.co/IoogBC0e3h https://t.co/KfPtv0bMR2","BREAKING: Trump Cheated on Melania With Porn Star ""Stormy Daniels,"" Paid Six-Figure Hush-Money 30 Days Before the 2016 President Election to Cover It Up, Using Russiagate Figure Michael Cohen As a Fixer:",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Politics & Governance,"['\\belection\\b', '\\bpresident\\b', '\\btrump\\b']","['\\belection\\b', '\\bpresident\\b']",['\\btrump\\b'],[],2,1,0,28,,,
